Company Name,Website,Phone,Industry,Company Size,Headquarters,Type,Founded,Location,Specialties
CAMDY ARCHETECTURE,,626028964,Architecture & Planning,2-10 employees,,Self-Employed,2019,"Conakry , GN",
GuiLaw,http://www.guilaw.com,(+224) 623 25 57 94,Legal Services,2-10 employees,"Lambanyi, Conakry",Privately Held,2018,"Lambanyi Carrefour, BP 5438, Conakry, Guinée, Lambanyi, Conakry 5438, GN",
OURASSI-GUINEE,,629-92-14-14,Public Relations & Communications,2-10 employees,,Sole Proprietorship,2017,"Conakry, GN","Communication digitale , desing, plans de communication , plan média, événementiel, location automobile, and formation"
STAR OIL S.A,http://staroilgroup.com/,,Oil & Energy,"501-1,000 employees","NOUAKCHOTT, TRARZA",Partnership,1957,,
PayCard SA,http://www.paycard.co,,Financial Services,2-10 employees,"Conakry, Conakry",Public Company,2015,"Kipé, Commune de Ratoma , Conakry, Conakry 560, GN",
Ipcreatech Guinée,http://www.faceboo/com/ipcreatech,628115258,E-learning,2-10 employees,"Conakry, Ratoma",Privately Held,2012,"Lambagni, Conakry, Ratoma BP: 3154, GN",
GROUPE ABZ,http://www.groupeabzsa.com,2.25E+11,Construction,11-50 employees,"Conakry, Boké",Partnership,,"Route Kolaboui-Boké, Conakry, Boké 224, GN",construction and préfabriqué
MAKITI NETWORK,,33767260615,Wholesale,2-10 employees,,Privately Held,2019,,"E-Commerce, Global Sourcing, Wholesale in Africa, Africa Business, Food, Tooling, Electrical Equipment, Construction Equipment, Global Distribution, and Global Retail"
Fiduxis,http://www.fiduxis.com,,Accounting,11-50 employees,,Privately Held,,,Audit Expertise Comptable et Conseils
Think Big® Media,http://www.thinkbiglb.com,2.01E+11,Marketing & Advertising,51-200 employees,"6 October City, Giza,",Self-Employed,2010,,"graphic design, social media, branding, advertising, Media, printing, digital marketing, photo shooting, food styling, menu creation, marketing, company logo design, branding identity, and create social media pages"
Kaloum Bankhi,https://kaloumbankhi.com/home,,Construction,2-10 employees,,Nonprofit,,,
Trouver un job en Guinée,https://trouverunjob.net/,2.25E+11,Staffing & Recruiting,2-10 employees,"Kindia, Guinée",Sole Proprietorship,2016,"Manquépa, Kindia, Guinée 135, GN","Publication des offres d'emploi, Publication des appels d'offre, and Publication des annonces et communiqués"
Satina Holding,http://www.satina-holding.com,628 44 95 77,Information Technology & Services,201-500 employees,,Privately Held,2013,"Conakry, GN",
Sylvatrop Consulting,http://www.sylvatropconsulting.com,,Renewables & Environment,11-50 employees,,Privately Held,2013,,"Etudes environnement, Génie civil, Aménagement, Drone, Modèle numérique de terrain, Biodiversité, and Développement rural"
SOGESIL,,2.25E+11,Real Estate,2-10 employees,,Partnership,2020,"Conakry , GN",
Expert Recruit Guinée,https://expert-recruit.com,2.25E+11,Human Resources,2-10 employees,,Sole Proprietorship,2019,"Conakry, GN",
WI,,,Logistics & Supply Chain,201-500 employees,"C, Conakry*jj",Nonprofit,2015,"C, Conakry*jj 2162, GN",
SATINA TECHNOLOGIES,https://satinatech.net,2.25E+11,Information Technology & Services,2-10 employees,,Privately Held,2017,"00224, Sonfonia Gare, Conakry, GN",
Initiative Prioritaire 6000 Stages,http://6000stages.com,622206141,Professional Training & Coaching,"501-1,000 employees",,Government Agency,2020,"Conary, 001, GN",
Salon International de la Photographie et Audiovisuel,,2.25E+11,Photography,2-10 employees,"Conakry, Ratoma",Nonprofit,2020,"Conakry, Ratoma GN",Audiovisuel and Cinéma
CAGESMA,http://www.cagesma.com,622616030,Management Consulting,2-10 employees,,Partnership,2016,"Conakry , GN",
Cabinet Sydram & Saliou Bah Avocats Associés,https://www.avocatsydram-saliou.com/,2.25E+11,Law Practice,2-10 employees,,Privately Held,,"Dixinn, Immeuble DEM / 1er étage / en face de la Mairie de Dixinn, Conakry, GN",
Gendarmerie Nationale Gn,http://www.gendarmerie.gov.gn,,Military,"10,001+ employees","Kaloum, Conakry",,,"Rue KA - Boulbinet , Haut Commandement de la Gendarmerie Nationale et Direction de la Justice Militaire , Kaloum, Conakry 126, GN",Protection des personnes et de leurs biens ; Maintien et Rétablissement de l'ordre public ; Défense opérationnelle du Territoire ; Exécuter les décisions de Justice et des lois de la république.
AGENCE NATIONALE DE FINANCEMENT DES COLLECTIVITÉS LOCALES ANAFIC-GUINEE,http://www.anafic-gn.org,629 00 85 50,Government Administration,51-200 employees,"Conakry, Conakry",Educational Institution,2017,"6499, Conakry, Conakry 6499, GN",
FATI Group Construction,http://www.fatigroup.com.tr/,,Construction,201-500 employees,"İstanbul, Pendik",Privately Held,2011,,
Technologie House,http://www.thnet.net,22320222989,Information Technology & Services,11-50 employees,"Bamako, Bamako",Sole Proprietorship,2015,,"Sécurité Electronique, Videosurveillance, Controle d'accès et biometrie, Systèmes et réseaux informatiques, Voix sur Ip et Visioconférence, Dévéloppement d'application et site web, Marketing Digital, Fourniture installation et administration des serveurs, Fourniture de matériel informatique, Formation, Sécurité incendie, and Electricité"
Le Réseau National des Entrepreneurs de Guinée,http://www.rneg.org/,,Professional Training & Coaching,51-200 employees,,Nonprofit,,"Conakry, GN",
Webcom Guinée,https://www.webcomguinee.com,,Information Technology & Services,2-10 employees,"Conakry, Conakry",Partnership,2018,"Sonfonia Gare, Conakry, Conakry 224, GN",
Les Moulins d'Afrique,http://www.sonoco-sa.com,,Food Production,201-500 employees,,Privately Held,,"00224 Conakry, Guinee, Conakry, GN",
ISC - Inspire Sport Consulting,,+33.6.64.31.50.08,Management Consulting,2-10 employees,,Partnership,2019,,"Sport Consulting, Players Management, Coaching, Sport Director, Scouting, Marketing & Communication, Economic Development, Football Development, Clubs and Academies Development, and Recruitment"
Helena Multi Business (HMB),https://hmbguinee.com,+224 626 69 11 92,Retail,2-10 employees,,Privately Held,2017,"Nongo, Ratoma, Conakry, GN",
Auto-Expert-Guinee-SARL,http://www.autoexpertguinee.com,,Automotive,2-10 employees,"Conakry, Almamya",Privately Held,2017,"Immeuble Gassa, Almamya 5th boulevard, Conakry, Almamya BP 692, GN",
Cabinet de Formation et de Metiers,https://cfemguinee.net,629846060,Professional Training & Coaching,11-50 employees,"Conakry, Conakry",Educational Institution,2016,"Conakry, Conakry 1244, GN","Métier Comptable Débutant, Métier Assistant(e) de Gestion, Métier Assistant(e) Comptable, Métier Assistant(e) RH, Métier Assistant(e) Commercial, Métier Assistant(e) de Direction, Métier Assistant(e) Admin et Finance, Métier Assistant(e) Logistique, Métier Responsable RH, Métier Responsable Financier, Métier Responsable Logistique, Métier Chef Comptable, Métier Responsable Commercial, Métier Gestionnaire d'entreprise, and Métier Responsable Commercial"
Sonit Guinee,http://www.sonitguinee.com,2.25E+11,Food Production,201-500 employees,"conakry, Conakry",Privately Held,1981,"conakry, Conakry bp3201, GN",
GLOBETRANS S.A,http://www.globetrans2005.com,,Logistics & Supply Chain,51-200 employees,"Conakry, Mafanco",Partnership,2005,"RUE MA 271 BP 1151, Conakry, Mafanco GN","Transport, Forage, and Transit"
Guichet Unique du Commerce Extérieur de Guinée,http://www.guceg.gov.gn,+224 629 37 37 17,Information Technology & Services,11-50 employees,,Partnership,2019,"Immeuble Zein, 9ème étage Rue KA021, Almamya, Kaloum, GN",
SOCIG Guinée,https://socigguinee.com,+224 624 63 39 45,Real Estate,2-10 employees,,Privately Held,2011,"Lambanyi, Ratoma, Conakry, GN","Immobilier, Conakry, Dubaï, Se loger à Conakry, Achat et vente des terrains, plantations, immeubles, appartements, gérance des biens immobiliers, logement, and location"
GUINEE360,http://www.guinee360.com,,Newspapers,2-10 employees,"Conakry, Guinee",Privately Held,2014,"Hamdalay Cosa, Conakry, Guinee GN","Journalisme, Presse Ecrite, and Actualité en Guinée"
SKY IT SOLUTIONS,,,Information Technology & Services,2-10 employees,"Conakry, Guinee",Partnership,2020,"Conakry, Guinee 00224, GN","Community Management, Création Digitale, Motion Design, Web Design, Packaging, Illustration, and UI/UX"
FK Picture,http://www.fkpicture.com,2.25E+11,Graphic Design,2-10 employees,"conakry, kaloum, conakry",Sole Proprietorship,2019,"conakry, kaloum, conakry 0001, GN",
JOBS224,https://jobs224.net/,2.25E+11,Online Media,2-10 employees,"CONAKRY, CONAKRY",Partnership,2018,"CONAKRY, CONAKRY, CONAKRY 6326, GN",emplois and Publicité
WANEP GUINEA,http://www.wanepguinea.org,,Philanthropy,11-50 employees,"Conakry, Guinée",Nonprofit,2003,"Kipé carrefour imperial, Transversal T2 commune de ratoma, Conakry, Guinée 4331, GN","Gestion des conflits, Education a la Paix, Femmes pour la paix, Alerte précose et de reponse rapide, Peacebuilding, and Transformation des conflits"
DIAILA CONSTRUCTIONS,https://www.diaila-constructions.com,2.25E+11,Construction,2-10 employees,,Partnership,2020,"Conakry, GN","Bâtiment, Génie Civil, and Immobilier"
GLOBETRANS SA,http://www.globetrans2005.com,,Logistics & Supply Chain,51-200 employees,,Privately Held,2005,"Mafanco Commune de Matam, Conakry, GN","TRANSIT, MANUTENTION, LOGISTIQUE, CONSIGNATION, FORAGE D'EAU, SONDAGE, TRANSPORT, REPRÉSENTATION, and CONSEILS"
ETI SA - INTERNET RESIDENTIEL FIBRE OPTIQUE,http://www.eti.net.gn/ETI/Index/,,Telecommunications,,,,,"boulevard du commerce , face à l'Ambassade de France , Conakry, CONAKRY 000000, GN",
Coopérative pour le Développement Economique de Porédaka (CODEP),,2.25E+11,Food Production,2-10 employees,"Porédaka , Mamou",Partnership,2019,"Porédaka , Mamou GN","Agriculture , Elévage, Apiculture, Pisciculture, Transformation alimentaire, Formations rurales, Services agricoles, Coopération sociale et solidaire, Environnement et développement durable, Développement économique local, and chaines de valeurs agricoles"
K-CONCEPT ECA,,2.25E+11,Higher Education,2-10 employees,"Conakry, Nongo, commune de Ratoma",Educational Institution,2018,"Conakry, Nongo, commune de Ratoma GN","Formation Continue, Formation Initiale, Insertion Professionnelle , Evolution Professionnelle , Promotion Sociale du Pays, and Accompagnement de l'enseignant Guinéen"
Invescorp S.A,http://www.invescorp.net,2.25E+11,Mining & Metals,51-200 employees,,Partnership,2011,"Banankoro, GN",
G2A - Guinée Assistance Automobile,http://www.sss.com,624 19 52 52,Transportation/Trucking/Railroad,2-10 employees,"Conakry, République de Guinée",Privately Held,2019,"Kipe commune de ratoma, Conakry, République de Guinée 1000, GN",Remorquage automobile and Dépannage automobile
LESANNONCESDEGUINEE.COM,https://lesannoncesdeguinee.com/,622778478,Online Media,2-10 employees,"Conakry, Conakry",Sole Proprietorship,2019,"Conakry, Conakry 00246, GN",
Lagui+,http://www.laguiplus.com,767314126,Motion Pictures & Film,2-10 employees,,Partnership,2019,"Conakry , GN",
Carpe diem - Conciergerie privée,http://carpediem-conciergerie.com/,+224 620 41 51 24,Individual & Family Services,11-50 employees,,Privately Held,2020,"Centre Commercial Lambanyi, Conakry, GN",
Salon Des Entrepreneurs de Guinée,http://www.salondesentrepreneursdeguinee.com,,Events Services,2-10 employees,"Conakry, Conakry",Partnership,,"KOBAYA, Conakry, Conakry 612, GN","entrepreneuriat, business, startup, and agrobusiness"
santé sécurité guinée,http://www.santesecuriteguinee.info,+224 620844479,Online Media,2-10 employees,"Ville, Ratoma",Sole Proprietorship,,"000224, Ville, Ratoma 00224, GN",
Bilaré Groupe Services,http://www.bilaregroupe.com,,Renewables & Environment,2-10 employees,"Conakry, Conakry",Privately Held,2015,"Conakry, C/Kaloum, Conakry, C/Ratoma, Conakry, Conakry GN","ENERGIE SOLAIRE, BTP, EQUIPEMENTS INFORMATIQUES, EQUIPEMENTS & DIVERSES PRESTATIONS, and ÉTUDES,CONSEILS,INSTALLATIONS,MAINTENANCES ET COMMERCIALISATION...."
Société Guinéenne D’Exploitation Des Mines et Métaux,http://www.bdg-guinea.com,,Mining & Metals,51-200 employees,"Conakry, Conakry",Privately Held,,"Conakry, Conakry 3265, GN",
SOCIETE DES MINES DE FER DE GUINEE S.A.,,,Information Technology & Services,11-50 employees,"KALOUM, CONAKRY BP2046",,,,
UNICASA,http://www.unicasa.co,,Cosmetics,51-200 employees,"Malabo, Guinea Ecuatorial",Sole Proprietorship,2007,,"Cosmetics, House Products, Toys, Stationery, Baby Products, and Cleaning Products"
"Alliance Guinéenne de Bauxite, d'Alumine et d'Aluminium (AGB2A)",http://www.agb2a.com,,Mining & Metals,51-200 employees,"Conakry, Conakry",Privately Held,,"6ème étage Immeuble Sall,, Conakry, Conakry 224, GN",
Banque de Developpement de Guinee,http://www.bdg-guinea.com,,Banking,51-200 employees,"Conakry, Conakry",Privately Held,,"Conakry, Conakry 3260, GN",
AUXIN MINING SERVICE GUINEE ( AMSG ),http://www.auxin-tech.com.cn,+224 625070906,Mining & Metals,51-200 employees,,Sole Proprietorship,2016,"Conakry, GN",
HMC Gold and Diamonds Mining Company Guinea,,,Mining & Metals,51-200 employees,"Conakry, Conakry",Public Company,2003,"Guinea , Conakry, Conakry 0 0 1 BP 457, GN",
Guinee Job,http://guineejob.com/,+224 657 880 412,Human Resources,2-10 employees,,Sole Proprietorship,2019,"Conakry, GN","Rédaction de CV, Correction de CV, Atelier Technique de Recherche d'Emplois, and Formation"
African Medical Supply,http://www.santeams.com/,+224 627 99 29 91,"Health, Wellness & Fitness",11-50 employees,,Partnership,,"Camayenne, Conakry, GN","MEDICALISATION DE SITE, MEDICALISATION D’EVENEMENT, EVACUATION SANITAIRE, GESTION DES RISQUES, AUDIT QUALITE, CULTURE HSEC, EXPERTISE DE PROJET, FORMATION ET PREVENTION, and MEDICAL SUPPLY"
Macenta Beans,http://www.macentabeans.de,,Food Production,2-10 employees,"Berlin, Deutschland",Privately Held,2019,,"Coffee, Coffee production, Ethical farming, Direct trade, Vertical supply chain, and All about Robusta"
Université Nongo Conakry,http://www.uncgn.com,622110968,Education Management,11-50 employees,"Conakry, Conakry",Educational Institution,2007,"Nongo Conteyah, commune de Ratoma, Conakry, Conakry 6420, GN","Droit, Sciences politiques, Génie informatique, Télécommunication, Miage, Economie et Gestion, Sociologie, BTS, CISCO, MICROSOFT, and Formation continue"
Skyvision Guinee,,,Telecommunications,11-50 employees,"Conakry, Conakry",Privately Held,2004,"8em Etage Immeuble Air-France, Kaloum, Conakry, Conakry BP-4126, GN",
Adventure Capital Corporation,http://www.adventurecapitalcorp.com,,Venture Capital & Private Equity,2-10 employees,,Privately Held,2012,"Kaloum, Conakry, GN","Venture Capital, Private Equity, Oil&Gas, Mining, Exploration, Advisory, and Investments"
Alliance Africaine de Construction Engineering BTP,http://www.2acengineeringbtp.com,+224 628 27 55 56,Construction,201-500 employees,"Conakry, Conakry",Privately Held,2012,"Conakry, Conakry GN","Architecture, Travaux Publics, Construction, Bureau d'études, Formation, and Ingénierie"
BECOP SARL,http://www.becopguinee.com/,622789352,Human Resources,"1,001-5,000 employees",,Privately Held,2008,"Guinée conakry, conakry, 00224, GN",
YouCentre,,,Staffing & Recruiting,0-1 employees,,Partnership,2014,"Manquezpas, Conakry, GN","Recrutement, Forums, and Séminaire"
Tattou Group Sarl,http://www.tattougroup.com,+224 629 138 636,Public Relations & Communications,2-10 employees,"Conakry, Guinée",Partnership,2007,"BP 1427, Conakry, Guinée GN","Evènements ciblés, Communication globale, and Formations"
Invest 4 Africa Consulting Network,http://www.sms-market.co.za,788606130,Management Consulting,11-50 employees,,Public Company,2008,,"CSR Project management, Policy Review, Awards 4 best Practice, and Social -Economic Development"
Nimba Solution,https://www.nimbasolution.com/,+224 625 27 22 90,Information Technology & Services,2-10 employees,"Conakry, Conakry",Privately Held,2017,"Koloma, Ratoma, Conakry, Conakry 224, GN","Conception de site web, Application métier, Marketing digital, and Community management"
Groupe IBS,http://www.groupeibs.com,,Mining & Metals,11-50 employees,"Kipé, Conakry",Privately Held,2009,"Centre emetteur, Kipé, Conakry 99000, GN","logistique, conseil, technologie, and télécommunications"
lycée français Albert Camus,http://lyceealbertcamus-conakry.net,,,,,,,,
Rarili Communication,http://www.rarili.com,,Marketing & Advertising,2-10 employees,"Conakry, Guinée Maritime",Self-Employed,2015,"Coléah, Conakry, Guinée Maritime 6567, GN","Strategy, Design, Website, and Event"
Agence Générale d'Architecture,http://www.agarchitec.com,625256755,Architecture & Planning,51-200 employees,,Privately Held,2013,"Conakry , GN",
BAYSIM GUINEE,http://baysim@baysim-gn.com,,Information Technology & Services,51-200 employees,"Kaloum, Conakry",Privately Held,2008,"cité chemin de fer, Kaloum, Conakry 859, GN","Produits monétiques et financiers, Vente dématérialisée et e-commerce, Réalisation de logiciels de gestion au forfait et en régie, and Développement de site internet, l'intégration d'ERP"
DIAMATIC GROUP Technologie,http://www.diagrouptec.net,2.25E+11,Information Technology & Services,2-10 employees,"Conakry, Conakry",Partnership,1999,"1631 Route Hamdallaye Imm. Madina Légué, Conakry, Conakry 5864, GN","Equipements, Systemes, Réseaux Informatiques, Sécurité IT, and Infrastructures Informatiques"
The Collective Impact Group For Guinea,,+224(622 41 20 08),Non-profit Organization Management,11-50 employees,"Conakry, Cite Chemin de Fer Kaloum",Nonprofit,2020,"Immeuble Kindia, Conakry, Cite Chemin de Fer Kaloum GN",
Gdumper BTP,http://www.gdumper.com,621 87 42 16,Construction,2-10 employees,,Sole Proprietorship,,"Conakry, GN","location, Engins BTP, Matériel, and construction"
EPD GUINEE,,620614722,Farming,2-10 employees,,Sole Proprietorship,2018,"Conakry, GN",
Jatropha Hub Guinée,,,Professional Training & Coaching,11-50 employees,"Conakry, Commune de Ratoma",Self-Employed,,"Kaporo marché , Conakry, Commune de Ratoma GN",
Cabinet Koûmy,,00224 664 202049,Law Practice,11-50 employees,"Conakry, Conakry",Self-Employed,1998,"Hafia, Cabinet Koûmy, Conakry, Conakry 2422, GN","Droit des Sociétés, Droit des Contrats, Droit des Affaires, Droit Pénal, Assistance Juridique, Conseil Juridique, Représentation et Gestion de contentieux, Corporate & Contentieux, Expertise Juridique, Rédaction d'Actes, Droit de la Propriété Intellectuelle et Industrielle, Droit des Transports Terrestres, Droit des Transports Maritimes, Négociations d'Affaires, Droit OHADA, Droit International, Droit de l'environnement, and Développement Durable"
Vision Consulting International,http://visionconsulting-vci.com,654 12 00 01,Management Consulting,11-50 employees,"Conakry, Guinée",Partnership,2006,"Limanya, Avenue de la gare, C/Kaloum, Bureau 402, 4ème étage, Conakry, Guinée BP 868, GN"," Gestion des Ressources humaines,  Revues organisationnelles et opérationnelles,  Conseil en management aux entreprises et projets,  Contrôle interne,  Etudes et Enquêtes, and  Formations et coaching"
KANYA VOYAGE,https://www.linkedin.com/redir/general-malware-page?url=http%3A%2F%2Fwww%2evoyage-guinee%2efr%2F,,"Leisure, Travel & Tourism",2-10 employees,"CONARY, GUINEE",Partnership,2012,,TOURISME and BUSINESS TRAVEL
AMERI,http://ameriguinee.com,,,,,,,,
Port Autonome de Conakry,http://www.portconakry.com,+224 655 80 00 80,Maritime,"501-1,000 employees","Conakry, Conakry",Government Agency,1982,"Corniche Nord, Almamya, Commune de Kaloum, Conakry, Conakry BP: 805, GN",
World Aware,http://worldawareafrica.com,,Non-profit Organization Management,51-200 employees,"Rotterdam, Zuid-Holland",Nonprofit,2014,,"Build & Renovate Hospitals, Build & Renovate Orphanages, Schools and Health Care Facilities, Attend Conferences to Aware the World, Build Solar Panel, Waterpump, Well, Arrange & Give Lectures, and Material Supplies"
PROXIMUM GUINEE,http://www.societeguinee.com,,Investment Management,2-10 employees,,Privately Held,2011,"Conakry, 2097, GN","Business Development, Market Intelligence, Search for local partners, Recruiting, Business information, Corporate communication, Corporate strategy, and Business facilitation"
DEFKO AFRICA,http://contact@defko-africa.com,,Events Services,11-50 employees,,Partnership,2015,,"LE DIGITAL, LE MOBILE, ÉVÈNEMENTS, PRODUCTION AUDIOVISUELLE ET MUSICALE, COMMUNICATION, and ACCOMPAGNEMENT"
FootPrint Business Solutions Guinee,,,Public Relations & Communications,11-50 employees,,Privately Held,,"5ème Avenue, , Immeuble Baldé Zaïre , Conakry, BP: 747 , GN","Marketing, Ressources Humaines, Ventes, Logistique, Procurement, Conciergerie, Évènementiel, Audiovisuel, and Web Design"
Industrial & Building Services - SARL,,,Construction,2-10 employees,"Conakry, Basse-Guinée",Privately Held,2018,"Q/Boussoura, C/Matam, Conakry, Basse-Guinée 200000, GN",Construction and Industrie
Présidence de la République de Guinée,http://presidence.gov.gn/,,Government Administration,201-500 employees,,Government Agency,,"Palais Sékhoutouréya Kaloum, CONAKRY, GN",
Gui-Plus Group,http://www.guiplus224.com,,Public Relations & Communications,2-10 employees,"Conakry , Ratoma",Partnership,2019,"Conakry , Ratoma 224, GN","communication, commerce, formation , informations, and digital"
Krol Telecoms Conseil,http://www.kroltelecoms.com,,Information Technology & Services,51-200 employees,"Lomé, Togo",Privately Held,2003,,"Telecommunication infrastructure, Information Technology Service, and Energy"
ASM SANGAREDI,,,Sports,11-50 employees,,Self-Employed,,"Sangarédi, Sangarédi, GN",
DATA MANSA,https://datamansa.com,,Management Consulting,2-10 employees,,Privately Held,2020,"Conakry, GN","Stratégie WEB, Stratégie Digitale, Projet de transformation WEB, Stratégie Social Media, Etude de marché, growth hacking, seo, sea, social ads, marketing digital, inbound marketing, SAP, and ODOO"
Imou Dream Holding,https://wwww.imoudreamholding.com,628295767,Investment Banking,11-50 employees,,Self-Employed,2010,"Matoto, Simbaya, Kamsar, GN","Architecture, Patisserie, Médias, Création de site web, Formation et Emploi, and Evenementiel"
Tinkisso Prestige Toastmasters Club,https://www.toastmasters.org/Find-a-Club/04553130-tinkisso-prestige,,Non-profit Organization Management,11-50 employees,"Conakry, Conakry",Nonprofit,2015,"Conakry, Conakry 1001, GN","Prise de parole en public, Leadership, and Communication"
SATTGN,http://www.sattgn.com,,Logistics & Supply Chain,11-50 employees,"Kaloum, Conakry",Privately Held,2017,"Almamyah, Kaloum, Conakry 5943, GN","Suppy Chain, Commercial Brokerage, Public Works, and Communication"
B-Fing Logistics & BTP Guinea,http://www.bfl-gn.com,2.25E+11,Machinery,51-200 employees,"Commune de Kaloum, Conakry",Privately Held,2011,"Almamya, Commune de Kaloum, Conakry 6668, GN","Transport, Construction, Mining Operations, Logistics, Supply Chain Mangement, and Fleet Management"
HÔTEL PETIT BATEAU,http://www.hotelpetitbateau.com,,Hospitality,11-50 employees,,Privately Held,,"Conakry, GN",
DIANI GEOCONSULTING - DGC,,+224 622 839 807,Mining & Metals,11-50 employees,"Conakry, Guinea",Partnership,2018,"Corniche Nord, Lambanyi Wariya, 2ieme Etage Immeuble près de la station SHELL, Commune de Ratoma, 1er Etage Immeuble Pres De La Station Shell, Conakry, Guinea 000, GN",
ADNA,http://www.adnalaw.com,,Law Practice,11-50 employees,,Partnership,2021,,
YALLO DESIGN,https://www.linkedin.com/company/56436210/admin/,,Printing,0-1 employees,"conakry, guinée/conakry",Partnership,,"conakry, guinée/conakry GN",
Cily Plus Sarl,http://www.cilyplus.com.gn,+224 625 546 407,Construction,11-50 employees,"Conakry, 01",Public Company,2017,"Lambany, Immeuble Cily , Conakry, 01 00224, GN",
Topgain,http://www.topgain-guinee.com,2.25E+11,Gambling & Casinos,11-50 employees,,Privately Held,,"BP 750P, Conakry, GN",
HOPITAL ANAIM KAMSAR,http://www.hopitalanaimkamsar.com,2.25E+11,Government Administration,"501-1,000 employees","Kamsar, Boké",Government Agency,2019,"Kamsar, Boké 224, GN",
aConakry Management Agency,http://www.nimbanetworkgroup.com,,Entertainment,2-10 employees,,Privately Held,2016,"Conakry, GN",
TSD & PARTNERS,http://www.tsd-partners.com,,Management Consulting,2-10 employees,"conakry, conakry",Privately Held,2018,"Super marché KIMAF, Près du Centre Médical Communal de Ratoma, conakry, conakry 20120, GN",
ULC Afrique de l'Ouest,http://www.ulc-ao.com,,Mining & Metals,51-200 employees,,Privately Held,2007,,"Downhole geophysics, Exploration projects design and management, Drilling, and Project assessment"
GASSAMA HOLDINGS,http://www.gassama-holdings.com,2.25E+11,Venture Capital & Private Equity,51-200 employees,"Ratoma, Conakry/Guinée/Afrique de l'Ouest",Sole Proprietorship,2000,"Taouyah, Ratoma, Conakry/Guinée/Afrique de l'Ouest 2672, GN",
BnD Systems,http://www.bndsystems.com,,Information Technology & Services,2-10 employees,,Privately Held,2014,"Kipe, T2, Adresse Kiraa : bnd, Conakry, 249, GN","Developpement d'application metiers sur mesure, Cloud Computing, Services d'infrastructes, Pilotage de projets, Intégrateur Odoo Business App, ATDI , Fortinet, and VMware"
Arena Web Agency,https://nimbanetworkgroup.com/,,Internet,2-10 employees,,Partnership,2013,"Kobaya - Ratoma, Conakry, Bp: 1514 conakry, GN","Drupal, webdesign, webmarketing, Hébergement, and communication digitale"
Dimensions Consulting Ltd,http://www.dimensionsltd.net,,Management Consulting,2-10 employees,,Partnership,2002,,"Management Systems & Tools, Organization Health Check, Executive Training, Executive Coaching, Corporate turn-around & re-structuring, Migration from Family Business to Corporate Structures, Digital Transformation, - Digital transformation, Business Strategy, HR & Organizational Development, Financial Hedging, and Project Management"
Groupe SOGECILE,http://www.sogecile.com,,Import & Export,51-200 employees,"Conakry, Matam",Partnership,,"Boussoura – Conakry , Conakry, Matam BP 1486, GN","Import Export, Distribution, and Production"
Global Entrepreneurship Week Guinea,http://genglobal.org/gew-page/556,,Non-profit Organization Management,2-10 employees,,Nonprofit,,"Conakry, GN",
CIS Médias,https://www.facebook.com/cismedias.gn/,,Entertainment,51-200 employees,,Privately Held,2013,"Conakry, GN","Culture, information, sport, and diverstissement"
CY GRUP Guinée,http://www.cy-grup.com,9.02E+11,Import & Export,201-500 employees,,Privately Held,1999,,"Tourisme, santé, consultance, immobilier, commerce, aliment, animation, production, électronique, construction, and cultivage"
MAMRI - République de Guinée,,,Public Policy,11-50 employees,,Government Agency,2019,"Conakry , GN","Mobilisation des ressources internes, Croissance inclusive et partage de la prospérité, Gouvernance économique et financière, Equité fiscale, Civisme fiscal, Modernisation des régies financières, Gestion axée sur la performance, Lutte contre la corruption, Lutte contre la fraude et l’évasion fiscales, Transparence et redevabilité, and Pilotage gouvernemental des réformes"
Evantus-Guinée,http://evantusgn.com,620008821,Information Technology & Services,11-50 employees,"conakry, Kaloum",Partnership,2004,"315 Conakry, Kaloum Cité chemin de fer (Immeuble LABÉ 6eme étage), conakry, Kaloum 315, GN","Consulting, Management, Optimisation, Recherches, Développement, Identification, Formulation, Maitrise, Analyses et Études conceptuelles, Développement (Projet sectoriel Intégré/ Intelligence digitale et Numérique (Publique et Privé), Production, and Mise en œuvre"
Electromatic Guinée,http://www.electromaticguinee.com,627272697,Supermarkets,11-50 employees,"Conakry, Conakry",Privately Held,2012,"Conakry, Conakry 0000, GN","Legrand, Schneider, APC, Nitram, ABB, Prysmian, Alkan, Philips lighting, V-TAC, and Câble de France"
Sup De Co Dakar Guinée,https://www.supdeco.sn/,+224 654 40 00 03,Education Management,"1,001-5,000 employees","Kaloum, Conakry",Educational Institution,1993,"BP 2268. , Immeuble WAQF-BID Bureaux A5&A8, Kaloum, Conakry GN","education, ELearning, and Manageement"
International Opportunities Concept,http://www.iocedu.asia,2.25E+11,Education Management,2-10 employees,"Conakry, Guinea",Privately Held,2014,"Lambanyi , Ratoma, Conakry, Guinea 0021, GN","Consulting, Marketing, Education, Study Abroad, Social Media Marketing , Visa Counseling, and Hostel Accomodation"
Clinique CIBA,https://www.ciba-rivier.com/,2.25E+11,Hospital & Health Care,51-200 employees,,Partnership,,"BP: 3045, Conakry, GN",
Guinée Solaire Service,http://www.guineesolaire.com,,Renewables & Environment,2-10 employees,"Pita, Mamou",Partnership,2016,"Pita centre, Pita, Mamou GN",Etude et installation Energie Solaire et Photovoltaïque and Pompage solaire
EximUSA LLC,http://www.eximusllc.com,2488624078,Business Supplies & Equipment,201-500 employees,"New Baltimore, Michigan",Privately Held,2019,,"financial consulting , Credit Repair, Fund transfer, and import and Export"
